pair_id,fieldsite,clean_response1,category1,response_site1,clean_response2,category2,response_site2,date,collect_time
350,castro_vis,home,community,castro,ghetto,gritty,marina,11/14/2025,22:58:11
351,castro_vis,flamboyant,gay,castro,happy,nice,marina,11/14/2025,22:59:23
352,castro_vis,community,community,castro,bro,normative,marina,11/14/2025,23:00:10
353,castro_vis,joy,fun,castro,snarky,bad,marina,11/14/2025,23:01:49
354,castro_vis,unique,other,castro,peaceful,nice,marina,11/14/2025,23:02:09
355,castro_vis,perfect,nice,castro,straight,normative,marina,11/14/2025,23:02:35
356,castro_vis,messy,chaotic,castro,sterile,boring,marina,11/14/2025,23:03:06
357,castro_vis,gay,gay,castro,straight,normative,marina,11/14/2025,23:04:48
358,castro_vis,gay,gay,castro,white,normative,marina,11/14/2025,23:05:18
359,castro_vis,fabulous,gay,castro,posh,gentrified,marina,11/14/2025,23:06:13
360,castro_vis,cunt,fun,castro,gentrified,gentrified,marina,11/14/2025,23:07:41
361,castro_vis,faggy,gay,castro,tech,gentrified,marina,11/14/2025,23:07:53
362,castro_vis,gay,gay,castro,straight,normative,marina,11/14/2025,23:10:43
363,castro_vis,gay,gay,castro,snooty,gentrified,marina,11/14/2025,23:10:48
364,castro_vis,gay,gay,castro,straight,normative,marina,11/14/2025,23:11:47
365,castro_vis,home,community,castro,ivy,gentrified,marina,11/14/2025,23:11:56
366,castro_vis,gay,gay,castro,lame,boring,marina,11/14/2025,23:12:48
367,castro_vis,fun,fun,castro,bro,normative,marina,11/14/2025,23:12:52
368,castro_vis,fun,fun,castro,bougie,gentrified,marina,11/14/2025,23:13:36
369,castro_vis,festive,fun,castro,grovel,other,marina,11/14/2025,23:14:03
370,castro_vis,camp,gay,castro,fake,bad,marina,11/14/2025,23:14:17
371,castro_vis,chaotic,chaotic,castro,fratboys,normative,marina,11/14/2025,23:15:42
372,castro_vis,big,geography,castro,antitask,antitask,marina,11/14/2025,23:15:42
373,castro_vis,messy,chaotic,castro,posh,gentrified,marina,11/14/2025,23:16:26
374,castro_vis,beautiful,nice,castro,amazing,fun,marina,11/14/2025,23:16:36
375,castro_vis,effervescent,fun,castro,bad,bad,marina,11/14/2025,23:18:06
376,castro_vis,gay,gay,castro,straight,normative,marina,11/14/2025,23:18:58
377,castro_vis,fantastic,fun,castro,boo,bad,marina,11/14/2025,23:19:01
378,castro_vis,lively,fun,castro,young,young,marina,11/14/2025,23:19:56
379,castro_vis,chaotic,chaotic,castro,stupid,bad,marina,11/14/2025,23:20:25
380,castro_vis,crazy,chaotic,castro,drunk,chaotic,marina,11/14/2025,23:21:59
381,castro_vis,whacky,chaotic,castro,barbie,normative,marina,11/14/2025,23:22:48
382,castro_vis,gay,gay,castro,waterside,geography,marina,11/14/2025,23:22:51
383,castro_vis,gay,gay,castro,fun,fun,marina,11/14/2025,23:23:28
384,castro_vis,sleepy,nice,castro,bougie,gentrified,marina,11/14/2025,23:25:01
385,castro_vis,approachable,nice,castro,frat,other,marina,11/14/2025,23:25:17
386,castro_vis,gay,gay,castro,white,normative,marina,11/14/2025,23:26:08
387,castro_vis,fun,fun,castro,boring,boring,marina,11/14/2025,23:26:59
388,castro_vis,palimpsest,change,castro,antediluvian,other,marina,11/14/2025,23:27:13
389,castro_vis,quaint,nice,castro,lazy,boring,marina,11/14/2025,23:28:03
390,castro_vis,fun,fun,castro,snobby,gentrified,marina,11/14/2025,23:28:35
391,castro_vis,vibrant,fun,castro,white,normative,marina,11/14/2025,23:29:07
392,castro_vis,boring,boring,castro,antitask,antitask,marina,11/14/2025,23:30:36
393,castro_vis,gay,gay,castro,view,geography,marina,11/14/2025,23:31:20
394,castro_vis,gay,gay,castro,white,normative,marina,11/14/2025,23:32:09
395,castro_vis,gay,gay,castro,straight,normative,marina,11/14/2025,23:32:53
397,mission_res,fascinating,special,castro,fascinating,special,mission,11/14/2025,11:14:32
398,mission_res,fun,fun,castro,active,fun,mission,11/14/2025,11:19:34
399,mission_res,gay,gay,castro,hood,gritty,mission,11/14/2025,11:19:50
400,mission_res,large,geography,castro,spread,geography,mission,11/14/2025,11:20:31
401,mission_res,nice,nice,castro,nice,nice,mission,11/14/2025,11:21:12
402,mission_res,rainbow,gay,castro,culture,diverse,mission,11/14/2025,11:22:58
403,mission_res,antitask,antitask,castro,latino,latino,mission,11/14/2025,11:23:45
404,mission_res,gay,gay,castro,colorful,diverse,mission,11/14/2025,11:24:59
405,mission_res,active,fun,castro,culture,diverse,mission,11/14/2025,11:26:16
406,mission_res,no,antitask,castro,commercial,gentrified,mission,11/14/2025,11:30:55
407,mission_res,normal,normative,castro,tambien,normative,mission,11/14/2025,11:31:53
408,mission_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,11:32:14
409,mission_res,antitask,antitask,castro,cultural,diverse,mission,11/14/2025,11:34:23
410,mission_res,colorful,diverse,castro,hispanic,latino,mission,11/14/2025,11:35:59
411,mission_res,vibrant,fun,castro,vibrant,fun,mission,11/14/2025,11:36:19
412,mission_res,bad,bad,castro,better,other,mission,11/14/2025,11:38:46
413,mission_res,gay,gay,castro,fun,fun,mission,11/14/2025,11:40:38
414,mission_res,bien,nice,castro,dirty,gritty,mission,11/14/2025,11:40:56
415,mission_res,fun,fun,castro,gritty,gritty,mission,11/14/2025,11:41:29
416,mission_res,tranquilo,nice,castro,cultural,diverse,mission,11/14/2025,11:46:52
417,mission_res,colorful,diverse,castro,hispanic,latino,mission,11/14/2025,11:47:26
418,mission_res,fun,fun,castro,antitask,antitask,mission,11/14/2025,11:49:29
419,mission_res,chill,nice,castro,gentrified,gentrified,mission,11/14/2025,11:50:52
420,mission_res,famoso,special,castro,latino,latino,mission,11/14/2025,11:51:46
421,mission_res,flamboyant,gay,castro,cultural,diverse,mission,11/14/2025,11:52:59
422,mission_res,fun,fun,castro,food,food,mission,11/14/2025,11:57:24
423,mission_res,unique,other,castro,culture,diverse,mission,11/14/2025,11:59:36
424,mission_res,rainbow,gay,castro,fun,fun,mission,11/14/2025,12:00:30
425,mission_res,excelente,fun,castro,excelente,fun,mission,11/14/2025,12:03:16
426,mission_res,rainbow,gay,castro,diverse,diverse,mission,11/14/2025,12:03:48
427,mission_res,peligroso,gritty,castro,peligroso,gritty,mission,11/14/2025,12:04:39
428,mission_res,antitask,antitask,castro,pretty,nice,mission,11/14/2025,12:05:45
429,mission_res,okay,other,castro,bad,bad,mission,11/14/2025,12:07:18
430,mission_res,entertaining,fun,castro,food,food,mission,11/14/2025,12:07:57
431,mission_res,fun,fun,castro,colorful,diverse,mission,11/14/2025,12:08:25
432,mission_res,street,geography,castro,latino,latino,mission,11/14/2025,12:09:06
433,mission_res,lgbtqixyz,gay,castro,latino,latino,mission,11/14/2025,12:10:36
434,mission_res,surprising,special,castro,warm,nice,mission,11/14/2025,12:10:50
435,mission_res,gay,gay,castro,latino,latino,mission,11/14/2025,12:12:31
436,mission_res,bars,institutions,castro,latino,latino,mission,11/14/2025,12:13:39
437,mission_res,fun,fun,castro,buildings,institutions,mission,11/14/2025,12:13:43
438,mission_res,crowds,chaotic,castro,food,food,mission,11/14/2025,12:15:56
439,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:16:53
440,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:18:26
441,mission_res,gay,gay,castro,nothing,antitask,mission,11/14/2025,12:18:55
442,mission_res,expensive,gentrified,castro,expensive,gentrified,mission,11/14/2025,12:20:43
443,mission_res,historic,special,castro,historic,special,mission,11/14/2025,12:21:56
444,mission_res,vibrant,fun,castro,fun,fun,mission,11/14/2025,12:23:16
445,mission_res,gay,gay,castro,fun,fun,mission,11/14/2025,12:23:43
446,mission_res,gay,gay,castro,mexican,latino,mission,11/14/2025,12:24:25
447,mission_res,gay,gay,castro,fun,fun,mission,11/14/2025,12:24:49
448,mission_res,gay,gay,castro,latino,latino,mission,11/14/2025,12:24:56
449,mission_res,multicultural,diverse,castro,multicultural,diverse,mission,11/14/2025,12:27:11
450,mission_res,rainbow,gay,castro,diverse,diverse,mission,11/14/2025,12:27:36
451,mission_res,gay,gay,castro,latino,latino,mission,11/14/2025,12:28:09
452,mission_res,cultural,diverse,castro,food,food,mission,11/14/2025,12:28:11
453,mission_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,12:30:11
454,mission_res,normal,normative,castro,peligroso,gritty,mission,11/14/2025,12:31:38
455,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:33:40
456,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:33:42
457,mission_res,tourists,other,castro,culture,diverse,mission,11/14/2025,12:34:14
458,mission_res,gay,gay,castro,sunny,weather,mission,11/14/2025,12:36:59
459,mission_res,fun,fun,castro,community,community,mission,11/14/2025,12:37:12
460,mission_res,gay,gay,castro,fun,fun,mission,11/14/2025,12:38:01
461,mission_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,12:40:31
462,mission_res,vibrant,fun,castro,vibrant,fun,mission,11/14/2025,12:41:45
463,mission_res,cultural,diverse,castro,fun,fun,mission,11/14/2025,12:42:36
464,mission_res,flamboyant,gay,castro,okay,other,mission,11/14/2025,12:44:06
465,mission_res,colorful,diverse,castro,antitask,antitask,mission,11/14/2025,12:45:21
466,mission_res,rainbow,gay,castro,fun,fun,mission,11/14/2025,12:47:07
467,mission_res,gay,gay,castro,different,diverse,mission,11/14/2025,12:49:23
468,mission_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,12:51:02
469,mission_res,colorful,diverse,castro,diverse,diverse,mission,11/14/2025,12:52:01
470,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:54:00
471,mission_res,fun,fun,castro,fun,fun,mission,11/14/2025,12:54:36
472,mission_res,wild,chaotic,castro,food,food,mission,11/14/2025,12:55:24
473,mission_res,gay,gay,castro,diverse,diverse,mission,11/14/2025,12:55:47
474,mission_res,euphemism,other,castro,latino,latino,mission,11/14/2025,12:56:42
475,mission_res,gay,gay,castro,home,community,mission,11/14/2025,12:58:28
476,mission_res,gay,gay,castro,fun,fun,mission,11/14/2025,13:00:11
477,mission_res,gay,gay,castro,cultural,diverse,mission,11/14/2025,13:00:49
478,mission_res,gay,gay,castro,food,food,mission,11/14/2025,20:45:05
479,castro_vis,multitude,diverse,castro,burrito,food,mission,11/14/2025,20:46:12
480,castro_vis,gay,gay,castro,latino,latino,mission,11/14/2025,20:46:31
481,castro_vis,fun,fun,castro,latino,latino,mission,11/14/2025,20:47:13
482,castro_vis,gay,gay,castro,diverse,diverse,mission,11/14/2025,20:47:20
483,castro_vis,gay,gay,castro,cultural,diverse,mission,11/14/2025,20:47:31
484,castro_vis,vibrant,fun,castro,culture,diverse,mission,11/14/2025,20:47:52
485,castro_vis,gay,gay,castro,poop,gritty,mission,11/14/2025,20:48:43
486,castro_vis,tourists,other,castro,cultural,diverse,mission,11/14/2025,20:48:58
487,castro_vis,queer,gay,castro,helpful,community,mission,11/14/2025,20:49:20
488,castro_vis,rainbow,gay,castro,hipster,gentrified,mission,11/14/2025,20:49:36
489,castro_vis,fun,fun,castro,food,food,mission,11/14/2025,20:50:02
490,castro_vis,vibrant,fun,castro,wild,chaotic,mission,11/14/2025,20:50:13
491,castro_vis,fun,fun,castro,fun,fun,mission,11/14/2025,20:51:12
492,castro_vis,fun,fun,castro,fun,fun,mission,11/14/2025,20:51:28
493,castro_vis,quaint,nice,castro,antitask,antitask,mission,11/14/2025,20:51:46
494,castro_vis,gay,gay,castro,latino,latino,mission,11/14/2025,20:52:12
495,castro_vis,gay,gay,castro,gay,gay,mission,11/14/2025,20:52:29
496,castro_vis,gay,gay,castro,young,young,mission,11/14/2025,20:53:21
497,castro_vis,crowded,chaotic,castro,dangerous,gritty,mission,11/14/2025,20:53:29
498,castro_vis,gay,gay,castro,rasa,other,mission,11/14/2025,20:54:30
499,castro_vis,iconic,special,castro,home,community,mission,11/14/2025,20:54:40
500,castro_vis,blended,diverse,castro,spicy,diverse,mission,11/14/2025,20:55:20
501,castro_vis,envigorating,fun,castro,culture,diverse,mission,11/14/2025,20:56:08
502,castro_vis,eclectic,special,castro,working_class,other,mission,11/14/2025,20:57:00
503,castro_vis,amazing,fun,castro,nice,nice,mission,11/14/2025,20:58:16
504,castro_vis,lively,fun,castro,cultural,diverse,mission,11/14/2025,20:58:19
505,castro_vis,gay,gay,castro,gritty,gritty,mission,11/14/2025,21:00:03
506,castro_vis,open,open,castro,flamboyant,gay,mission,11/14/2025,21:01:12
507,castro_vis,vibrant,fun,castro,antitask,antitask,mission,11/14/2025,21:01:35
508,castro_vis,lively,fun,castro,classic,special,mission,11/14/2025,21:01:51
509,castro_vis,gay,gay,castro,food,food,mission,11/14/2025,21:03:08
510,castro_vis,lively,fun,castro,bars,institutions,mission,11/14/2025,21:03:59
511,castro_vis,gay,gay,castro,mexican,latino,mission,11/14/2025,21:04:46
512,castro_vis,political,open,castro,diverse,diverse,mission,11/14/2025,21:05:35
513,castro_vis,alive,nice,castro,flamboyant,gay,mission,11/14/2025,21:06:23
514,castro_vis,gay,gay,castro,fun,fun,mission,11/14/2025,21:06:31
515,castro_vis,gay,gay,castro,walking,actions,mission,11/14/2025,21:07:32
516,castro_vis,gay,gay,castro,colorful,diverse,mission,11/14/2025,21:08:05
517,castro_vis,gay,gay,castro,español,latino,mission,11/14/2025,21:08:42
518,castro_vis,queer,gay,castro,hola,latino,mission,11/14/2025,21:08:58
519,castro_vis,gay,gay,castro,culture,diverse,mission,11/14/2025,21:09:19
520,castro_vis,plain,normative,castro,food,food,mission,11/14/2025,21:10:10
521,castro_vis,dead,boring,castro,antitask,antitask,mission,11/14/2025,21:12:01
522,castro_vis,fun,fun,castro,chaotic,chaotic,mission,11/14/2025,21:12:14
523,castro_vis,festive,fun,castro,fun,fun,mission,11/14/2025,21:13:32
524,castro_vis,fun,fun,castro,fun,fun,mission,11/14/2025,21:14:07
525,castro_vis,diverse,diverse,castro,diverse,diverse,mission,11/14/2025,21:14:50
526,castro_vis,gay,gay,castro,mexican,latino,mission,11/14/2025,21:15:39
527,castro_vis,gay,gay,castro,culture,diverse,mission,11/14/2025,21:16:55
528,castro_vis,wild,chaotic,castro,chill,nice,mission,11/14/2025,21:16:57
529,castro_vis,wondrous,nice,castro,fabulous,gay,mission,11/14/2025,21:19:04
530,castro_vis,lively,fun,castro,cultural,diverse,mission,11/14/2025,21:20:01
531,castro_vis,gay,gay,castro,hispanic,latino,mission,11/14/2025,21:20:08
532,castro_vis,gay,gay,castro,artsy,special,mission,11/14/2025,21:21:22
533,castro_vis,gay,gay,castro,alot,chaotic,mission,11/14/2025,21:21:25
534,castro_vis,bountiful,sexual,castro,pig,other,mission,11/14/2025,21:22:19
535,castro_vis,vibrant,fun,castro,multicultural,diverse,mission,11/14/2025,21:23:31
536,castro_vis,bright,nice,castro,burrito,food,mission,11/14/2025,21:23:59
537,castro_vis,fun,fun,castro,edgy,gritty,mission,11/14/2025,21:24:49
538,castro_vis,gay,gay,castro,intriguing,special,mission,11/14/2025,21:25:39
539,castro_vis,gay,gay,castro,authentic,special,mission,11/14/2025,21:25:53
540,castro_vis,faggots,gay,castro,mexican,latino,mission,11/14/2025,21:26:24
541,castro_vis,gay,gay,castro,latino,latino,mission,11/14/2025,21:26:29
542,castro_vis,fabulous,gay,castro,food,food,mission,11/14/2025,21:26:56
543,castro_vis,unique,other,castro,expensive,gentrified,mission,11/14/2025,21:27:24
544,castro_vis,gay,gay,castro,cozy,nice,mission,11/14/2025,21:28:01
545,castro_vis,real,special,castro,grimy,gritty,mission,11/14/2025,21:28:08
546,castro_vis,unity,community,castro,gentrified,gentrified,mission,11/14/2025,21:28:15
547,castro_vis,new,change,castro,colorful,diverse,mission,11/14/2025,21:28:59
548,castro_vis,slut,sexual,castro,gross,bad,mission,11/14/2025,21:30:06
549,castro_vis,fun,fun,castro,delicious,food,mission,11/14/2025,21:30:30
550,castro_vis,fun,fun,castro,delightful,fun,mission,11/14/2025,21:31:19
551,castro_vis,elaborate,other,castro,extravagant,gentrified,mission,11/14/2025,21:32:09
552,castro_vis,fun,fun,castro,amazing,fun,mission,11/14/2025,21:32:50
553,castro_vis,frisky,sexual,castro,fucking,sexual,mission,11/14/2025,21:33:11
554,castro_vis,alive,nice,castro,festive,fun,mission,11/14/2025,21:33:24
555,castro_vis,fabulous,gay,castro,cool,nice,mission,11/14/2025,21:33:52
556,castro_vis,joyous,fun,castro,chaotic,chaotic,mission,11/14/2025,21:35:00
557,castro_vis,gay,gay,castro,fun,fun,mission,11/14/2025,21:36:48
558,castro_vis,gay,gay,castro,cozy,nice,mission,11/14/2025,13:32:35
559,castro_res,gay,gay,castro,washed,normative,mission,11/14/2025,13:35:49
560,castro_res,colorful,diverse,castro,grungy,gritty,mission,11/14/2025,13:37:34
561,castro_res,eclectic,special,castro,flavorful,diverse,mission,11/14/2025,13:38:34
562,castro_res,freedom,open,castro,bustling,chaotic,mission,11/14/2025,13:40:18
563,castro_res,gay,gay,castro,hipster,gentrified,mission,11/14/2025,13:41:15
564,castro_res,antitask,antitask,castro,eclectic,special,mission,11/14/2025,13:42:41
565,castro_res,gay,gay,castro,food,food,mission,11/14/2025,13:43:52
566,castro_res,eclectic,special,castro,soulful,special,mission,11/14/2025,13:46:23
567,castro_res,beautiful,nice,castro,mess,chaotic,mission,11/14/2025,13:46:35
568,castro_res,eclectic,special,castro,real,special,mission,11/14/2025,13:47:20
569,castro_res,gay,gay,castro,sunny,weather,mission,11/14/2025,13:50:04
570,castro_res,gay,gay,castro,foodie,food,mission,11/14/2025,13:50:16
571,castro_res,castro,geography,castro,particular,special,mission,11/14/2025,13:51:21
572,castro_res,vibrant,fun,castro,antitask,antitask,mission,11/14/2025,13:52:31
573,castro_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,13:53:16
574,castro_res,eclectic,special,castro,antitask,antitask,mission,11/14/2025,13:54:14
575,castro_res,good,nice,castro,vibrant,fun,mission,11/14/2025,13:54:53
576,castro_res,fun,fun,castro,shopping,gentrified,mission,11/14/2025,13:56:04
577,castro_res,fun,fun,castro,food,food,mission,11/14/2025,13:57:07
578,castro_res,gay,gay,castro,latino,latino,mission,11/14/2025,13:59:41
579,castro_res,fun,fun,castro,fun,fun,mission,11/14/2025,14:00:42
580,castro_res,sexual,sexual,castro,cultural,diverse,mission,11/14/2025,14:01:02
581,castro_res,gay,gay,castro,gentrified,gentrified,mission,11/14/2025,14:03:23
582,castro_res,vibrant,fun,castro,vibrant,fun,mission,11/14/2025,14:03:48
583,castro_res,gay,gay,castro,gentrified,gentrified,mission,11/14/2025,14:04:43
584,castro_res,gay,gay,castro,latino,latino,mission,11/14/2025,14:05:41
585,castro_res,gay,gay,castro,hispanic,latino,mission,11/14/2025,14:06:25
586,castro_res,gay,gay,castro,multicultural,diverse,mission,11/14/2025,14:07:09
587,castro_res,vibrant,fun,castro,warm,nice,mission,11/14/2025,14:09:23
588,castro_res,gayborhood,gay,castro,antitask,antitask,mission,11/14/2025,14:09:48
589,castro_res,gay,gay,castro,eclectic,special,mission,11/14/2025,14:11:50
590,castro_res,gay,gay,castro,vibrant,fun,mission,11/14/2025,14:13:47
591,castro_res,gay,gay,castro,restaurants,other,mission,11/14/2025,14:14:27
592,castro_res,gay,gay,castro,restaurants,other,mission,11/14/2025,14:14:54
593,castro_res,community,community,castro,vibrant,fun,mission,11/14/2025,14:16:33
594,castro_res,fun,fun,castro,hot,weather,mission,11/14/2025,14:16:54
595,castro_res,idyllic,nice,castro,hipster,gentrified,mission,11/14/2025,14:18:26
596,castro_res,gay,gay,castro,latino,latino,mission,11/14/2025,14:20:59
597,castro_res,eclectic,special,castro,burrito,food,mission,11/14/2025,14:24:30
598,castro_res,community,community,castro,gentrified,gentrified,mission,11/14/2025,14:25:13
599,castro_res,vibrant,fun,castro,vibrant,fun,mission,11/14/2025,14:25:49
600,castro_res,fun,fun,castro,fun,fun,mission,11/14/2025,14:28:03
601,castro_res,electric,fun,castro,burrito,food,mission,11/14/2025,14:29:07
602,castro_res,antitask,antitask,castro,sunnier,weather,mission,11/14/2025,14:29:18
603,castro_res,everything,other,castro,grungy,gritty,mission,11/14/2025,14:29:38
604,castro_res,lively,fun,castro,lively,fun,mission,11/14/2025,14:34:06
605,castro_res,gay,gay,castro,latino,latino,mission,11/14/2025,14:35:45
606,castro_res,neighborly,community,castro,vibrant,fun,mission,11/14/2025,14:37:11
607,castro_res,gayborhood,gay,castro,antitask,antitask,mission,11/14/2025,14:42:29
608,castro_res,pleasant,nice,castro,colorful,diverse,mission,11/14/2025,14:44:15
609,castro_res,gay,gay,castro,flavorful,diverse,mission,11/14/2025,14:46:03
610,castro_res,fun,fun,castro,antitask,antitask,mission,11/14/2025,14:46:36
611,castro_res,gay,gay,castro,latino,latino,mission,11/14/2025,14:48:05
612,castro_res,fun,fun,castro,fun,fun,mission,11/14/2025,14:49:45
613,castro_res,colorful,diverse,castro,vibrant,fun,mission,11/14/2025,14:52:10
614,castro_res,gay,gay,castro,antitask,antitask,mission,11/14/2025,14:52:59
615,castro_res,colorful,diverse,castro,hefty,geography,mission,11/14/2025,14:53:10
616,castro_res,colorful,diverse,castro,the_mission,geography,mission,11/14/2025,14:54:28
617,castro_res,community,community,castro,eclectic,special,mission,11/14/2025,14:55:29
618,castro_res,castro,geography,castro,antitask,antitask,mission,11/14/2025,14:56:03
619,castro_res,colorful,diverse,castro,artsy,special,mission,11/14/2025,14:57:22
620,castro_res,messy,chaotic,castro,messy,chaotic,mission,11/14/2025,15:03:49
621,castro_res,gay,gay,castro,eclectic,special,mission,11/14/2025,15:04:18
622,castro_res,lively,fun,castro,lively,fun,mission,11/14/2025,15:05:11
623,castro_res,gay,gay,castro,gentrified,gentrified,mission,11/14/2025,15:06:46
624,castro_res,home,community,castro,home,community,mission,11/14/2025,15:06:49
625,castro_res,colorful,diverse,castro,beautiful,nice,mission,11/14/2025,15:09:12
626,castro_res,vibrant,fun,castro,active,fun,mission,11/14/2025,15:11:10
627,castro_res,good,nice,castro,fun,fun,mission,11/14/2025,15:12:31
628,castro_res,gay,gay,castro,fun,fun,mission,11/14/2025,15:13:26
629,castro_res,chaotic,chaotic,castro,gentrified,gentrified,mission,11/14/2025,15:15:04
630,castro_res,colorful,diverse,castro,crowded,chaotic,mission,11/14/2025,15:17:37
631,castro_res,dead,boring,castro,lively,fun,mission,11/14/2025,15:18:53
632,castro_res,fantastic,fun,castro,eclectic,special,mission,11/14/2025,15:24:32
633,castro_res,warm,nice,castro,edgy,gritty,mission,11/14/2025,15:25:28
634,castro_res,fun,fun,castro,food,food,mission,11/14/2025,15:27:41
635,castro_res,friendly,other,castro,delicious,food,mission,11/14/2025,15:30:07
636,castro_res,fun-loving,fun,castro,vibrant,fun,mission,11/14/2025,15:31:41
